Detail,Player,Season,Team,AVG,G,AB,R,H,2B,3B,HR,RBI,TB,BB,IBB,HP,SO,SF,SH,SB,CS,OBP,SLG,OPS,E
-,"Pui, Darryl",SUMMER 2015,Barrie,.357,14,42,9,15,3,0,1,6,21,6,0,1,5,0,0,5,0,.449,.500,.949,0
-,"Redinger, Kyle",SUMMER 2015,Toronto,.143,2,7,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,.143,.143,.286,2
-,"Refflinghaus, Sean",SUMMER 2015,London,.265,23,49,12,13,1,0,0,7,14,12,0,2,3,1,2,1,0,.422,.286,.708,1
*,"Reichstein, Byron",SUMMER 2015,London,.273,15,55,8,15,2,0,1,9,20,4,1,0,18,1,1,5,0,.317,.364,.680,1
-,"Reilly, Sean",SUMMER 2015,Kitchener,.444,35,135,43,60,6,0,17,48,117,20,4,9,17,1,0,0,0,.539,.867,1.406,1
*,"Richards, Thomas",SUMMER 2015,Kitchener,.273,18,55,18,15,3,0,3,14,27,8,0,4,10,1,2,0,0,.397,.491,.888,6
-,"Richards, Will",SUMMER 2015,Toronto,.345,23,87,19,30,3,0,4,15,45,14,0,2,8,0,0,0,0,.447,.517,.964,2
-,"Robinson, Chris",SUMMER 2015,Guelph,.333,2,9,4,3,2,0,0,2,5,1,0,1,2,0,0,0,0,.455,.556,1.010,0
-,"Ruiz, Humberto",SUMMER 2015,London,.300,30,110,30,33,3,2,0,6,40,7,0,3,17,0,0,6,3,.358,.364,.722,3
-,"Sabourin, Brett",SUMMER 2015,London,.287,27,87,18,25,8,0,1,12,36,11,0,1,19,1,2,1,0,.370,.414,.784,0
-,"Saporsantos, Jon",SUMMER 2015,Hamilton,.319,28,94,17,30,6,0,5,22,51,13,0,2,16,1,0,1,0,.409,.543,.952,1
*,"Sardellitti, Zack",SUMMER 2015,Hamilton,.245,13,53,6,13,0,0,1,7,16,0,0,0,7,1,0,0,0,.241,.302,.543,3
-,"Saunders, Darren",SUMMER 2015,Kitchener,.167,7,18,1,3,0,0,0,2,3,2,0,0,4,0,0,0,0,.250,.167,.417,1
*,"Sgrignoli, Marc",SUMMER 2015,Guelph,.169,21,59,7,10,2,0,0,8,12,7,0,1,12,1,0,1,0,.265,.203,.468,1
-,"Shaver, Adam",SUMMER 2015,Hamilton,.224,25,98,8,22,4,0,2,13,32,4,0,1,28,1,0,0,0,.260,.327,.586,3
-,"Silvestri, Santino",SUMMER 2015,Guelph,.295,36,149,30,44,12,1,2,14,64,10,0,3,25,1,2,4,2,.350,.430,.779,18
-,"Soffer, Josh",SUMMER 2015,Barrie,.000,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,.000,.000,.000,0
-,"Solazzo, Jonathan",SUMMER 2015,Toronto,.344,34,122,29,42,8,0,7,32,71,19,0,3,22,1,0,5,2,.441,.582,1.023,5
-,"Soucie, Tyler",SUMMER 2015,Brantford,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Spataro, Ryan",SUMMER 2015,Barrie,.375,26,112,26,42,6,0,0,14,48,17,0,0,6,1,1,5,1,.454,.429,.882,3
-,"Stepien, Blake",SUMMER 2015,Guelph,.273,13,44,7,12,3,0,0,2,15,8,0,1,9,0,0,0,0,.396,.341,.737,3
-,"Stocco, Matt",SUMMER 2015,Guelph,.234,13,47,4,11,2,0,1,6,16,2,0,0,19,0,1,0,0,.265,.340,.606,0
-,"Vanderby, David",SUMMER 2015,Hamilton,.500,2,6,0,3,0,0,0,0,3,0,0,2,1,0,0,0,0,.625,.500,1.125,1
*,"Vant Wout, Andrew",SUMMER 2015,Brantford,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Vargas, Argenis",SUMMER 2015,London,.329,25,73,13,24,2,1,1,8,31,3,0,4,9,0,1,1,1,.388,.425,.812,3
*,"Vazquez, Victor",SUMMER 2015,Kitchener,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Vickers, Matt",SUMMER 2015,Kitchener,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Walker, Jeremy",SUMMER 2015,Barrie,.303,27,99,11,30,9,0,1,19,42,12,0,0,5,3,0,0,0,.368,.424,.793,2
*,"Waltenbury, Jon",SUMMER 2015,Toronto,.364,32,121,27,44,11,2,7,37,80,21,0,3,12,1,0,2,0,.466,.661,1.127,1
-,"Ware, Jeremy",SUMMER 2015,Guelph,.333,2,3,2,1,0,0,0,0,1,3,1,0,0,0,0,0,0,.667,.333,1.000,0
-,"Weglarz, Nick",SUMMER 2015,Brantford,.176,9,34,6,6,0,0,2,8,12,3,0,0,12,0,0,0,0,.243,.353,.596,2
-,"White, Ryan",SUMMER 2015,Toronto,.209,20,67,10,14,4,0,1,8,21,7,0,1,14,0,0,0,1,.293,.313,.607,8
*,"Whiteside, David",SUMMER 2015,Kitchener,.340,36,147,36,50,7,0,8,37,81,13,1,4,19,5,2,2,2,.396,.551,.947,9
-,"Wilkie, Cam",SUMMER 2015,Hamilton,.250,1,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.250,.250,.500,0
-,"Wilson, Liam",SUMMER 2015,Hamilton,.364,26,107,22,39,9,0,2,14,54,4,0,2,6,0,0,2,0,.398,.505,.903,8
-,"Adoranti, Kyle",PLAYOFFS 2014,Hamilton,.000,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,0
-,"Alliman, Terrell",PLAYOFFS 2014,Brantford,.308,10,39,6,12,2,0,0,5,14,5,0,0,4,0,0,0,0,.386,.359,.745,0
-,"Ambrose, Mike",PLAYOFFS 2014,London,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
-,"Andrulis, Mike",PLAYOFFS 2014,Kitchener,.360,11,50,10,18,0,0,0,9,18,8,0,0,6,1,1,2,0,.441,.360,.801,4
-,"Arias, Branfy",PLAYOFFS 2014,Barrie,.050,8,20,4,1,0,0,0,1,1,1,0,0,6,0,0,1,0,.095,.050,.145,2
-,"Atkinson, Kevin",PLAYOFFS 2014,Barrie,.271,11,48,6,13,0,0,4,11,25,2,0,3,7,0,0,0,1,.340,.521,.860,1
-,"Beal, Marcus",PLAYOFFS 2014,Brantford,.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Bell, Bryon",PLAYOFFS 2014,Kitchener,.216,10,37,4,8,5,0,0,5,13,6,0,0,10,0,1,0,0,.326,.351,.677,1
-,"Borjas, Raul",PLAYOFFS 2014,Toronto,.500,1,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,.500,.500,1.000,0
-,"Bostick, Ben",PLAYOFFS 2014,Brantford,.349,10,43,11,15,2,0,0,5,17,6,0,0,6,1,1,2,3,.420,.395,.815,1
-,"Brownlee, Cleveland",PLAYOFFS 2014,London,.209,11,43,8,9,1,1,1,3,15,8,0,0,14,0,0,1,0,.333,.349,.682,1
-,"Burdett, Nic",PLAYOFFS 2014,Brantford,.500,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.500,.500,1.000,0
-,"Castaldo, Jordan",PLAYOFFS 2014,Barrie,.436,11,39,15,17,7,1,2,10,32,8,0,4,7,1,1,1,0,.558,.821,1.378,0
-,"Celestijn, Dre",PLAYOFFS 2014,Hamilton,.400,1,5,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,.400,.400,.800,0
-,"Celestino, Jon",PLAYOFFS 2014,London,.111,5,9,1,1,0,0,0,1,1,0,0,0,4,0,0,0,0,.111,.111,.222,0
-,"Chan, Aberdeen",PLAYOFFS 2014,Guelph,.200,2,5,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,.200,.200,.400,0
-,"Coker, Jason",PLAYOFFS 2014,Barrie,.351,11,37,8,13,0,0,0,2,13,4,0,2,6,0,1,4,0,.442,.351,.793,4
-,"Coughlin, Patrick",PLAYOFFS 2014,Guelph,.333,3,12,2,4,1,0,0,1,5,2,0,0,5,0,0,0,0,.429,.417,.845,0
-,"Cowan, Jeff",PLAYOFFS 2014,Barrie,.297,11,37,8,11,2,0,0,7,13,7,0,2,4,1,3,1,1,.426,.351,.777,0
-,"Dailey, Brandon",PLAYOFFS 2014,Brantford,.244,10,45,6,11,4,0,0,10,15,4,0,0,7,0,0,1,0,.306,.333,.639,1
*,"David, Scott",PLAYOFFS 2014,Kitchener,.333,9,39,10,13,0,0,2,13,19,2,0,1,4,1,0,2,0,.372,.487,.859,2
-,"DeGrace, Kyle",PLAYOFFS 2014,Barrie,.178,11,45,4,8,0,0,0,4,8,6,0,1,2,1,2,1,0,.283,.178,.461,0
-,"Delfino, Lee",PLAYOFFS 2014,Brantford,.250,10,40,4,10,3,0,0,6,13,5,0,0,3,0,0,0,0,.333,.325,.658,0
-,"Dennis, Chris",PLAYOFFS 2014,London,.150,11,40,3,6,2,0,0,8,8,6,0,1,10,2,0,1,0,.265,.200,.465,1
-,"Dhue, Brandon",PLAYOFFS 2014,Barrie,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Dicenzo, Marcus",PLAYOFFS 2014,Hamilton,.429,5,21,8,9,2,1,0,3,13,1,0,0,5,0,1,2,0,.455,.619,1.074,2
*,"Doran, Brian",PLAYOFFS 2014,Guelph,.143,3,7,2,1,0,0,1,2,4,2,0,0,2,0,0,1,0,.333,.571,.905,1
-,"Douse, Ryan",PLAYOFFS 2014,Kitchener,.200,3,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.200,.200,.400,0
-,"Duckett, Darnell",PLAYOFFS 2014,Kitchener,.321,10,28,7,9,0,0,0,2,9,11,0,0,6,0,1,2,0,.513,.321,.834,0
-,"Fernandez, Jonathan",PLAYOFFS 2014,Barrie,.297,11,37,4,11,2,0,0,9,13,4,0,1,5,1,2,2,0,.372,.351,.723,8
-,"Forer, Matt",PLAYOFFS 2014,Guelph,.111,3,9,1,1,0,0,0,0,1,1,0,0,3,0,1,0,0,.200,.111,.311,1
-,"Forman, Wayne",PLAYOFFS 2014,Brantford,.286,10,35,5,10,3,0,1,4,16,7,0,0,4,0,0,0,0,.405,.457,.862,1
*,"Gappa, Kyle",PLAYOFFS 2014,Hamilton,.261,5,23,3,6,0,0,0,2,6,1,0,0,4,0,0,0,0,.292,.261,.553,0
*,"Gardiner, Mitch",PLAYOFFS 2014,Hamilton,1.000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0
*,"Garton, Josh",PLAYOFFS 2014,Guelph,.222,2,9,0,2,1,0,0,3,3,1,0,1,2,0,0,0,0,.364,.333,.697,1
-,"Gatchene, Mike",PLAYOFFS 2014,Kitchener,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
*,"Glinka, Mike",PLAYOFFS 2014,Kitchener,.255,11,47,12,12,1,0,0,5,13,8,0,0,4,1,2,4,0,.357,.277,.634,0
-,"Guindon, Tanner",PLAYOFFS 2014,Hamilton,1.000,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0
-,"Harris, Jalen",PLAYOFFS 2014,Toronto,.333,1,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,.500,.333,.833,0
*,"Hunt, Jeff",PLAYOFFS 2014,Brantford,.350,9,40,8,14,2,1,0,8,18,2,0,0,11,1,3,1,0,.372,.450,.822,2
*,"Interisano, Justin",PLAYOFFS 2014,Guelph,.231,3,13,1,3,0,0,1,4,6,0,0,2,4,0,0,0,0,.333,.462,.795,0
*,"Jackson, Glenn",PLAYOFFS 2014,Toronto,.000,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.200,.000,.200,0
*,"Jagdeo, Daniel",PLAYOFFS 2014,Hamilton,.286,5,21,3,6,2,0,1,5,11,4,1,0,5,0,0,0,0,.400,.524,.924,1
-,"Kandel, Keith",PLAYOFFS 2014,Guelph,.333,3,12,2,4,1,0,0,1,5,2,0,1,3,0,0,2,0,.467,.417,.883,0
-,"Keys, Brendan",PLAYOFFS 2014,Barrie,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"LaMantia, Paul",PLAYOFFS 2014,London,.317,11,41,6,13,2,0,1,5,18,9,0,1,10,0,0,3,1,.451,.439,.890,2
-,"Lapensee, Ryan",PLAYOFFS 2014,London,.378,11,45,4,17,4,0,1,13,24,6,0,0,1,3,0,3,1,.426,.533,.959,0
-,"Lewis, Steve",PLAYOFFS 2014,Barrie,.190,11,42,6,8,1,0,0,1,9,9,1,1,10,0,0,0,0,.346,.214,.560,1
-,"Lytwynec, Paul",PLAYOFFS 2014,London,.227,11,44,6,10,0,0,0,3,10,2,0,0,5,0,0,0,0,.261,.227,.488,3
-,"Marra, Dan",PLAYOFFS 2014,Toronto,.250,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.250,.250,.500,0
-,"Mattson, Sean",PLAYOFFS 2014,Toronto,.000,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,1
*,"McLaren, Chandler",PLAYOFFS 2014,Guelph,.417,3,12,4,5,3,0,0,3,8,3,0,0,4,0,0,0,0,.533,.667,1.200,0
-,"Mombourquette, Cody",PLAYOFFS 2014,London,.302,11,43,8,13,2,0,0,6,15,4,0,1,2,1,0,2,0,.367,.349,.716,2
*,"Murray, Rick",PLAYOFFS 2014,Kitchener,.250,7,28,6,7,2,0,0,5,9,8,0,1,3,0,1,1,0,.432,.321,.754,0
-,"Nivins, Tanner",PLAYOFFS 2014,Kitchener,.302,11,53,16,16,2,1,0,9,20,5,0,2,11,1,0,1,1,.377,.377,.754,0
*,"Nyp, Trevor",PLAYOFFS 2014,Kitchener,.000,6,11,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,.083,.000,.083,0
-,"Oliver, Brian",PLAYOFFS 2014,Kitchener,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1
*,"Pattison, Lucas",PLAYOFFS 2014,Hamilton,.444,4,18,3,8,0,0,0,2,8,1,0,0,1,0,0,0,0,.474,.444,.918,3
-,"Pettipiece, Nolan",PLAYOFFS 2014,Kitchener,.000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Pietraszko, Jeff",PLAYOFFS 2014,Kitchener,.270,11,37,11,10,1,0,0,5,11,17,0,1,4,1,1,6,1,.500,.297,.797,1
-,"Plumpton, Tyler",PLAYOFFS 2014,Barrie,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Pui, Darryl",PLAYOFFS 2014,Toronto,.250,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.250,.250,.500,0
-,"Refflinghaus, Sean",PLAYOFFS 2014,London,.333,2,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.333,.333,.667,0
-,"Reichstein, Byron",PLAYOFFS 2014,London,.323,7,31,7,10,2,0,1,5,15,4,0,1,5,0,1,2,0,.417,.484,.901,0
-,"Reilly, Sean",PLAYOFFS 2014,Kitchener,.375,7,24,6,9,3,0,2,8,18,5,1,1,1,0,0,2,0,.500,.750,1.250,0
-,"Richards, Will",PLAYOFFS 2014,Brantford,.281,10,32,2,9,3,0,0,3,12,6,0,0,7,0,2,0,0,.395,.375,.770,0
*,"Rizquez, Andris",PLAYOFFS 2014,Hamilton,.280,5,25,7,7,1,1,1,6,13,1,0,1,3,0,0,2,0,.333,.520,.853,1
-,"Rizquez, Anthony",PLAYOFFS 2014,Hamilton,.316,5,19,4,6,0,0,0,2,6,1,0,0,5,0,0,0,0,.350,.316,.666,2
-,"Ruiz, Humberto",PLAYOFFS 2014,London,.154,6,13,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,.267,.154,.421,0
-,"Saporsantos, Jon",PLAYOFFS 2014,Hamilton,.125,5,16,1,2,0,0,1,4,5,5,0,0,5,2,0,0,0,.304,.313,.617,2
*,"Sardellitti, Zack",PLAYOFFS 2014,Hamilton,.133,3,15,1,2,0,0,0,0,2,1,0,0,3,0,0,0,0,.188,.133,.321,1
-,"Schwartzentruber, Je",PLAYOFFS 2014,Kitchener,.111,6,18,1,2,0,0,0,0,2,2,0,0,8,0,0,0,0,.200,.111,.311,0
-,"Service, Julian",PLAYOFFS 2014,Brantford,.250,3,8,0,2,1,0,0,0,3,1,0,0,2,0,0,0,0,.333,.375,.708,0
-,"Silvestri, Tino",PLAYOFFS 2014,Guelph,.250,3,12,2,3,0,0,0,0,3,1,0,0,3,0,0,0,0,.308,.250,.558,1
*,"Solazzo, Johnathan",PLAYOFFS 2014,Hamilton,.273,5,22,4,6,0,0,0,4,6,4,0,0,3,0,0,0,0,.385,.273,.657,2
*,"Spataro, Ryan",PLAYOFFS 2014,Barrie,.385,10,39,11,15,2,0,2,9,23,7,0,1,2,1,1,2,1,.479,.590,1.069,0
-,"Stewart, Chris",PLAYOFFS 2014,Brantford,.344,10,32,9,11,1,0,0,6,12,5,0,0,11,0,2,1,0,.432,.375,.807,1
-,"Strzalkowski, Derrik",PLAYOFFS 2014,London,.419,11,43,10,18,1,0,0,4,19,2,0,0,1,0,1,1,0,.444,.442,.886,1
-,"Valeriote, Shaun",PLAYOFFS 2014,Guelph,.143,2,7,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,.143,.143,.286,0
-,"Walker, Jeremy",PLAYOFFS 2014,Barrie,.364,9,33,6,12,1,0,0,6,13,3,0,1,3,1,0,0,0,.421,.394,.815,0
*,"Waltenbury, Jon",PLAYOFFS 2014,Toronto,.250,1,4,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,.250,.500,.750,0
-,"Weglarz, Nick",PLAYOFFS 2014,Brantford,.225,10,40,7,9,2,0,1,4,14,6,0,1,10,0,0,0,0,.340,.350,.690,0
*,"Whiteside, David",PLAYOFFS 2014,Kitchener,.487,11,39,12,19,0,0,4,15,31,14,2,0,5,3,3,2,1,.589,.795,1.384,1
-,"Wilkie, Cam",PLAYOFFS 2014,Hamilton,.333,2,6,1,2,0,0,0,0,2,1,0,0,3,0,1,0,0,.429,.333,.762,0
-,"Yari, Bruce",PLAYOFFS 2014,Guelph,.417,3,12,5,5,1,0,0,1,6,2,0,0,1,0,1,0,0,.500,.500,1.000,1
-,"Young, Paul",PLAYOFFS 2014,London,.396,11,53,10,21,3,0,1,11,27,1,0,0,1,0,1,1,1,.407,.509,.917,2
-,"Alliman, Terrell",SUMMER 2014,Brantford,.245,36,147,28,36,6,0,4,27,54,21,0,2,21,2,0,1,0,.343,.367,.710,2
-,"Alvarez, Tony",SUMMER 2014,Toronto,.110,30,100,9,11,0,0,4,12,23,17,0,2,18,0,3,1,1,.252,.230,.482,7
-,"Ambrose, Mike",SUMMER 2014,London,.300,7,10,0,3,1,0,0,1,4,6,0,0,4,0,0,0,0,.563,.400,.963,2
-,"Andrulis, Mike",SUMMER 2014,Kitchener,.216,30,102,11,22,4,0,1,16,29,13,0,0,14,4,1,1,0,.294,.284,.578,11
-,"Arias, Branfy",SUMMER 2014,Barrie,.286,36,133,32,38,10,3,7,37,75,15,0,7,25,1,0,7,2,.385,.564,.949,5
-,"Atkinson, Kevin",SUMMER 2014,Barrie,.323,15,65,16,21,5,0,4,18,38,7,0,1,8,0,0,1,0,.397,.585,.982,3
1*,"Bako, Peter",SUMMER 2014,Burlington,.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,5
2*,"Bako, Peter",SUMMER 2014,Burlington,.346,23,81,19,28,4,0,0,9,32,14,0,2,12,1,2,0,2,.449,.395,.844,1
-,"Balzerout, Kyle",SUMMER 2014,Brantford,.167,2,6,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,.286,.167,.452,0
-,"Beal, Marcus",SUMMER 2014,Brantford,.250,12,20,7,5,0,0,0,1,5,5,0,1,8,0,0,1,0,.423,.250,.673,1
*,"Bedford, Brad",SUMMER 2014,Burlington,.280,29,93,9,26,2,0,0,11,28,13,0,1,10,0,2,6,0,.374,.301,.675,5
-,"Beer, Chris",SUMMER 2014,Hamilton,.236,27,106,21,25,8,0,2,13,39,15,0,6,28,1,0,2,0,.359,.368,.727,14
*,"Bell, Bryon",SUMMER 2014,Kitchener,.258,32,120,18,31,2,0,6,30,51,7,1,0,27,1,0,0,0,.297,.425,.722,1
-,"Bonanno, Mike",SUMMER 2014,Brantford,.120,10,25,0,3,1,0,0,2,4,4,0,0,5,1,1,0,0,.233,.160,.393,2
-,"Borjas, Raul",SUMMER 2014,Toronto,.311,26,103,18,32,3,0,2,14,41,12,0,3,6,2,1,1,1,.392,.398,.790,0
-,"Bostick, Ben",SUMMER 2014,Brantford,.307,26,101,23,31,4,1,0,17,37,16,0,0,18,1,1,12,1,.398,.366,.765,3
-,"Boston, Jordan",SUMMER 2014,Burlington,.150,8,20,5,3,1,0,0,0,4,7,0,0,6,0,1,0,0,.370,.200,.570,1
-,"Brownlee, Cleveland",SUMMER 2014,London,.257,36,144,29,37,9,0,7,33,67,9,0,3,29,1,0,3,1,.312,.465,.777,3
-,"Burdett, Nic",SUMMER 2014,Brantford,.221,25,77,13,17,5,0,0,11,22,11,0,3,17,2,0,1,0,.333,.286,.619,2
-,"Burnell, Nic",SUMMER 2014,Brantford,.000,13,17,3,0,0,0,0,1,0,5,0,0,6,0,1,0,0,.227,.000,.227,0
#,"Caballero, Rodney",SUMMER 2014,Toronto,.000,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.000,.000,.000,0
*,"Carr, Taylor",SUMMER 2014,London,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"Castaldo, Jordan",SUMMER 2014,Barrie,.414,35,140,49,58,15,0,11,41,106,25,0,1,10,2,0,10,0,.500,.757,1.257,5
-,"Celestijn, Dre",SUMMER 2014,Hamilton,.360,35,136,23,49,8,3,3,25,72,20,0,1,18,1,0,1,0,.443,.529,.972,2
-,"Celestino, Jon",SUMMER 2014,London,.286,21,56,13,16,0,0,2,8,22,9,0,2,8,1,1,0,0,.397,.393,.790,2
-,"Chan, Aberdeen",SUMMER 2014,Guelph,.188,24,69,9,13,4,0,0,11,17,9,0,0,22,3,3,0,0,.272,.246,.518,7
-,"Clarke, Simon",SUMMER 2014,Kitchener,.250,4,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.250,.250,.500,0
-,"Coker, Jason",SUMMER 2014,Barrie,.210,35,119,23,25,5,0,2,22,36,18,0,1,21,4,2,9,1,.310,.303,.612,16
-,"Coughlin, Patrick",SUMMER 2014,Guelph,.248,28,101,14,25,7,0,3,10,41,4,0,4,21,1,1,0,0,.300,.406,.706,1
-,"Cowan, Jeff",SUMMER 2014,Barrie,.303,30,99,19,30,4,1,1,17,39,23,1,6,8,5,1,6,4,.444,.394,.838,0
-,"Dailey, Brandon",SUMMER 2014,Brantford,.333,15,60,19,20,4,0,5,13,39,14,0,2,15,0,0,5,0,.474,.650,1.124,3
*,"David, Scott",SUMMER 2014,Kitchener,.358,36,148,36,53,9,2,1,22,69,20,0,1,21,1,3,3,0,.435,.466,.902,6
-,"DeGrace, Kyle",SUMMER 2014,Barrie,.239,34,138,23,33,5,0,2,21,44,12,0,1,12,2,5,8,0,.301,.319,.619,6
-,"Delfino, Lee",SUMMER 2014,Brantford,.308,28,104,15,32,9,0,3,25,50,10,0,1,18,3,1,0,0,.364,.481,.845,9
-,"Delisle, Phil",SUMMER 2014,London,.186,23,59,13,11,2,0,1,2,16,4,0,6,20,0,2,2,0,.304,.271,.576,5
-,"Dennis, Chris",SUMMER 2014,London,.346,30,104,23,36,16,0,7,27,73,20,0,3,24,3,0,2,1,.454,.702,1.156,0
-,"Dhue, Brandon",SUMMER 2014,Barrie,.231,14,39,5,9,1,0,1,5,13,5,0,0,6,0,0,0,0,.318,.333,.652,1
-,"DiMichele, Evan",SUMMER 2014,Burlington,.000,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.333,.000,.333,2
-,"Dicenzo, Marcus",SUMMER 2014,Hamilton,.086,26,81,8,7,0,0,0,0,7,11,0,1,29,0,0,1,3,.204,.086,.291,10
-,"Diedrick, Phil",SUMMER 2014,Burlington,.417,3,12,0,5,1,0,0,2,6,2,0,0,3,0,0,0,0,.500,.500,1.000,2
*,"Doran, Brian",SUMMER 2014,Guelph,.221,25,95,16,21,2,0,1,8,26,11,0,6,14,0,0,4,1,.339,.274,.613,1
*,"Dressler, Steven",SUMMER 2014,Burlington,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,1
-,"Duckett, Darnell",SUMMER 2014,Kitchener,.210,33,119,20,25,1,0,0,13,26,18,0,1,20,0,3,7,1,.319,.218,.537,2
-,"Fasulo, Nino",SUMMER 2014,Hamilton,.000,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,.667,.000,.667,0
-,"Fata, Tyler",SUMMER 2014,Burlington,.250,20,64,9,16,8,0,1,8,27,1,0,2,25,1,0,0,1,.279,.422,.701,8
-,"Fawcett, Cullen",SUMMER 2014,Brantford,.333,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.333,.333,.667,0
-,"Fernandez, Jonathan",SUMMER 2014,Barrie,.237,30,97,17,23,3,1,1,13,31,20,0,1,19,0,3,8,3,.373,.320,.692,14
-,"Fincher, Joseph",SUMMER 2014,Guelph,.000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,0
-,"Forer, Matt",SUMMER 2014,Guelph,.278,20,54,9,15,3,0,0,5,18,4,0,1,10,0,2,0,0,.339,.333,.672,2
-,"Forman, Wayne",SUMMER 2014,Brantford,.186,27,86,12,16,4,0,0,7,20,11,0,3,10,1,3,0,1,.297,.233,.530,2
-,"Franceschetti, Dan",SUMMER 2014,Burlington,.159,20,44,8,7,0,1,1,4,12,8,0,0,18,0,1,3,0,.288,.273,.561,1
-,"Free, Gavin",SUMMER 2014,Guelph,.000,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.667,.000,.667,2
*,"Gappa, Kyle",SUMMER 2014,Hamilton,.304,35,125,17,38,7,0,3,23,54,8,1,1,25,0,0,1,0,.351,.432,.783,3
*,"Gardiner, Mitch",SUMMER 2014,Hamilton,.000,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,0
*,"Garton, Josh",SUMMER 2014,Guelph,.288,28,118,22,34,11,1,8,32,71,6,0,3,21,0,0,0,1,.339,.602,.940,8
-,"Georges, Chris",SUMMER 2014,Kitchener,.261,12,23,4,6,1,0,0,0,7,1,0,0,5,0,0,0,0,.292,.304,.596,0
-,"Gianfrancesco, Justi",SUMMER 2014,Toronto,.184,18,38,7,7,0,0,1,3,10,7,0,0,6,0,2,3,0,.311,.263,.574,0
-,"Gignac, Blair",SUMMER 2014,Guelph,.122,20,41,4,5,0,0,0,2,5,4,0,2,16,0,0,0,0,.234,.122,.356,4
*,"Glinka, Mike",SUMMER 2014,Kitchener,.198,25,86,9,17,2,0,1,11,22,17,0,0,3,2,0,1,1,.324,.256,.580,10
-,"Greco, Ryan",SUMMER 2014,Guelph,.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0
-,"HannJR, Kyle",SUMMER 2014,Burlington,.600,1,5,2,3,0,0,0,0,3,0,0,0,1,0,0,1,0,.600,.600,1.200,0
